Communication_link,Power_save_mechanism,Generated_traffic,Transport_protocol,Packets_per_second,Sta_count,Uplink_delay,Downlink_delay,Uplink_pcktloss,Downlink_pcktloss,Uplink_thrpt,Downlink_thrpt,sta_nrg,ap_nrg,sta_overhead,ap_overhead
Duplex,Mix,Poisson,UDP,40.0,4,892.689,843.552,20.3207,18.3047,3.67083,2.36982,99.7508,430.236,11.7339,43.2896
Duplex,Mix,Poisson,UDP,30.0,3,1657.74,858.62,27.3122,18.1594,4.65495,3.08288,105.834,430.272,13.9928,45.3118
Down Link,Mix,Periodic,UDP,50.0,1,0.0,7.933,0.0,,0.0,10.6918,69.1844,423.164,7.53296,17.1411
Duplex,Mix,Periodic,TCP,40.0,4,46.2782,56.5222,1.20533,0.031387,3.21467,2.02583,96.4413,435.564,12.7457,55.3351
Duplex,Mix,Poisson,TCP,40.0,5,294.124,137.07,0.549995,0.0151049,2.11571,1.43566,93.7905,432.2,12.4715,54.1906
Up Link,Mix,Poisson,TCP,30.0,1,1.352,0.0,,0.0,3.39789,0.0,64.6879,415.925,4.93061,13.781
Down Link,Mix,Periodic,UDP,20.0,3,0.0,985.897,0.0,,0.0,3.17055,107.627,425.146,12.2282,34.6574
Duplex,Mix,Periodic,TCP,20.0,2,53.7685,41.201,1.5111,0.0166646,4.77642,2.86124,79.6929,423.368,7.24908,22.8926
Down Link,Mix,Periodic,UDP,20.0,5,0.0,1524.26,0.0,,0.0,1.94947,110.644,425.752,12.3092,39.189
Up Link,Mix,Poisson,UDP,20.0,5,2.8784,0.0,,0.0,3.44075,0.0,83.3219,421.399,6.35324,33.6312
Down Link,Mix,Full Buffer,TCP,10.0,2,0.0,17.107,0.0,,0.0,15.4512,83.3271,438.994,5.28287,19.4006
Duplex,Mix,Poisson,TCP,10.0,5,58.4086,73.0378,0.511884,0.0386854,1.85235,1.77471,85.4074,428.263,9.41711,44.5313
Duplex,Mix,Poisson,TCP,40.0,3,2.81433,2.384,0.462809,0.00423747,2.43109,3.98786,86.0924,427.648,10.7203,49.8585
Down Link,Mix,Poisson,UDP,40.0,4,0.0,969.638,0.0,,0.0,2.41871,103.348,423.943,9.4272,30.3605
Duplex,Mix,Periodic,TCP,30.0,2,65.303,74.0005,0.488514,0.0331623,4.60125,3.17181,82.8557,424.346,7.44394,27.0953
Down Link,Mix,Poisson,TCP,30.0,3,0.0,27.1537,0.0,,0.0,2.51771,79.8749,425.001,8.77136,34.9283
Down Link,Mix,Poisson,TCP,40.0,3,0.0,20.241,0.0,,0.0,2.54296,79.9835,425.221,9.17324,35.9013
Up Link,Mix,Poisson,UDP,30.0,5,2.8566,0.0,,0.0,3.20393,0.0,82.4453,420.963,6.11904,32.0609
Duplex,Mix,Poisson,TCP,10.0,1,6.306,5.801,0.941867,0.0,4.36107,9.36417,68.2638,417.885,6.09334,16.0408
Up Link,Mix,Periodic,UDP,50.0,1,8.123,0.0,,0.0,16.0325,0.0,81.7289,417.487,4.35936,14.0586
Up Link,Mix,Poisson,TCP,20.0,5,109.092,0.0,,0.0,1.94113,0.0,89.0365,421.159,8.1047,34.0115
Duplex,Mix,Poisson,TCP,50.0,3,4.02433,1.76,0.622911,0.00894474,2.33464,3.45806,84.9804,426.718,10.4103,47.6408
Down Link,Mix,Periodic,UDP,10.0,4,0.0,799.115,0.0,,0.0,2.80686,103.936,426.507,10.9768,35.3647
Up Link,Mix,Poisson,UDP,20.0,3,2.551,0.0,,0.0,5.62155,0.0,86.7517,421.255,6.95834,33.0654
Up Link,Mix,Full Buffer,TCP,40.0,2,10.288,0.0,,0.0,7.6385,0.0,65.9234,416.478,2.03655,9.94108
Duplex,Mix,Full Buffer,UDP,10.0,4,3458.91,2179.82,101.359,54.3902,26.2482,7.23468,121.056,432.241,4.39884,28.3717
Down Link,Mix,Full Buffer,TCP,40.0,3,0.0,21.9893,0.0,,0.0,36.0242,97.5734,471.036,7.19472,32.4402
Up Link,Mix,Periodic,UDP,40.0,4,3.5745,0.0,,0.0,4.04849,0.0,84.4204,420.57,6.00075,29.934
Duplex,Mix,Periodic,UDP,30.0,5,1373.62,1497.67,28.8163,30.3668,2.74632,1.8638,101.251,429.376,13.777,47.9101
Down Link,Mix,Poisson,TCP,40.0,4,0.0,23.5843,0.0,,0.0,2.03834,78.5594,425.007,8.08098,33.2464
Up Link,Mix,Full Buffer,TCP,40.0,3,10.6683,0.0,,0.0,25.564,0.0,121.621,435.431,10.0206,52.3727
Duplex,Mix,Full Buffer,TCP,50.0,2,43.015,47.615,0.325684,0.0122088,3.86792,10.013,69.9555,420.168,3.74859,12.0379
Duplex,Mix,Full Buffer,UDP,10.0,4,3420.39,1887.94,101.35,53.9827,27.9159,7.51663,120.855,432.151,3.77056,28.2578
Up Link,Mix,Periodic,UDP,30.0,2,3.7275,0.0,,0.0,8.22904,0.0,82.5111,420.257,6.57445,28.1869
Duplex,Mix,Periodic,UDP,40.0,4,1117.22,797.707,19.7586,16.3366,3.40006,2.40949,100.614,429.745,12.3485,44.8565
Down Link,Mix,Poisson,TCP,50.0,4,0.0,22.8077,0.0,,0.0,2.16545,79.0059,425.699,8.34493,34.9078
Up Link,Mix,Poisson,TCP,20.0,3,45.6097,0.0,,0.0,3.91945,0.0,91.8986,424.129,11.0742,46.2744
Down Link,Mix,Periodic,TCP,50.0,2,0.0,3.7855,0.0,,0.0,5.36539,68.3082,420.763,5.19624,20.1318
Up Link,Mix,Poisson,UDP,40.0,1,8.136,0.0,,0.0,16.3522,0.0,82.0015,417.513,4.34799,14.0498
Up Link,Mix,Full Buffer,UDP,50.0,2,3044.64,0.0,,0.0,29.422,0.0,95.6027,419.723,3.05291,10.3047
Down Link,Mix,Poisson,UDP,40.0,2,0.0,1328.64,0.0,,0.0,4.07831,88.6419,422.136,9.30473,25.5995
Up Link,Mix,Periodic,UDP,20.0,3,2.62033,0.0,,0.0,5.66546,0.0,86.2753,421.352,7.04457,33.5008
Up Link,Mix,Full Buffer,UDP,40.0,3,2280.25,0.0,,0.0,36.8813,0.0,129.53,430.244,4.83404,30.9274
Duplex,Mix,Full Buffer,UDP,20.0,4,3344.81,1982.45,101.678,53.6702,28.1518,5.61616,121.644,431.741,4.24899,27.8955
Up Link,Mix,Full Buffer,UDP,10.0,3,2281.35,0.0,,0.0,36.9464,0.0,129.939,430.209,4.82386,30.8029
Duplex,Mix,Periodic,TCP,20.0,4,69.5725,41.763,0.82765,0.0140877,3.34684,2.10533,94.3797,434.546,12.1032,54.5914
Down Link,Mix,Periodic,UDP,40.0,4,0.0,927.04,0.0,,0.0,2.43138,103.7,425.093,10.2387,33.125
Duplex,Mix,Poisson,UDP,30.0,2,2272.09,1417.8,45.1947,21.4016,7.00094,3.69771,97.1205,424.677,10.0182,29.8998
Duplex,Mix,Full Buffer,UDP,40.0,3,2316.14,1353.91,101.725,54.8879,40.6372,7.01911,127.59,431.726,4.0467,31.4597
Duplex,Mix,Periodic,UDP,40.0,3,1353.03,961.827,28.0341,18.1551,4.44253,2.99091,105.567,430.411,13.1423,43.2645
Down Link,Mix,Poisson,TCP,10.0,2,0.0,20.3,0.0,,0.0,3.33667,70.3092,421.504,6.66764,21.3048
Duplex,Mix,Full Buffer,TCP,50.0,1,7.962,17.577,0.236141,0.00421719,9.70565,33.2465,73.6433,420.424,3.7451,10.8796
Down Link,Mix,Poisson,TCP,40.0,4,0.0,24.2015,0.0,,0.0,2.08541,79.0795,425.464,8.03256,34.6731
Duplex,Mix,Full Buffer,TCP,50.0,5,33.9826,81.0166,0.183433,0.00384118,8.66546,13.6607,100.066,458.541,5.97306,35.8322
Up Link,Mix,Poisson,UDP,40.0,2,3.6755,0.0,,0.0,8.25811,0.0,82.4551,420.194,5.60996,27.8133
Duplex,Mix,Periodic,UDP,40.0,3,1284.72,865.898,28.0065,17.7279,4.47619,2.99273,106.032,429.125,14.1777,45.9134
Down Link,Mix,Periodic,UDP,10.0,4,0.0,779.059,0.0,,0.0,2.79748,103.819,426.604,11.0245,35.424
Down Link,Mix,Periodic,UDP,30.0,2,0.0,1182.02,0.0,,0.0,3.99742,87.8738,421.945,9.22055,25.4556
Duplex,Mix,Periodic,TCP,40.0,2,37.074,60.8475,0.0350353,0.0222229,4.56457,3.08864,82.9515,424.673,8.48422,29.2207
Up Link,Mix,Periodic,UDP,10.0,5,2.9248,0.0,,0.0,3.78041,0.0,84.4536,422.097,6.73577,36.2061
Up Link,Mix,Full Buffer,TCP,10.0,2,11.755,0.0,,0.0,8.22088,0.0,82.7643,417.283,2.20312,13.3337
Up Link,Mix,Full Buffer,UDP,20.0,1,3126.94,0.0,,0.0,45.4683,0.0,114.516,420.182,3.19026,10.283
Up Link,Mix,Poisson,TCP,50.0,3,35.4667,0.0,,0.0,3.62018,0.0,91.3135,423.411,10.6124,43.5784
Duplex,Mix,Poisson,UDP,10.0,5,1246.23,1269.47,31.3961,32.1894,2.96661,2.08835,102.718,431.507,14.2143,49.3847
Duplex,Mix,Full Buffer,UDP,40.0,5,3255.73,1574.76,101.477,52.2929,23.2472,5.35418,121.381,431.551,3.60612,22.3094
Down Link,Mix,Periodic,UDP,30.0,1,0.0,7.9,0.0,,0.0,10.9537,69.5917,423.479,7.78373,17.5902
Down Link,Mix,Poisson,UDP,50.0,1,0.0,8.039,0.0,,0.0,10.9863,69.3503,423.358,7.49433,17.0792
Duplex,Mix,Full Buffer,TCP,50.0,3,16.5633,58.0947,0.142873,0.0540202,16.1244,16.3832,126.515,462.626,7.10364,26.3772
Down Link,Mix,Poisson,TCP,20.0,2,0.0,28.137,0.0,,0.0,3.01448,69.2084,420.939,6.42976,20.5028
Up Link,Mix,Poisson,TCP,50.0,4,58.7915,0.0,,0.0,3.29251,0.0,99.3485,424.222,12.0197,47.048
Duplex,Mix,Poisson,TCP,50.0,3,3.428,3.86467,1.81062,0.00746088,2.69424,2.71194,87.384,427.177,9.27123,42.5883
Duplex,Mix,Periodic,UDP,50.0,3,1450.38,951.167,28.44,18.4836,4.39226,2.95317,105.761,429.571,13.3428,43.6187
Up Link,Mix,Full Buffer,UDP,30.0,2,3084.62,0.0,,0.0,28.0897,0.0,94.5721,419.602,3.04857,10.2856
Duplex,Mix,Periodic,UDP,10.0,3,1335.89,751.313,28.7786,16.8801,5.27473,3.46858,106.138,431.565,15.4165,50.2598
Up Link,Mix,Full Buffer,UDP,20.0,2,3013.19,0.0,,0.0,28.4114,0.0,94.981,419.669,3.09089,10.4046
Duplex,Mix,Periodic,TCP,40.0,1,3.972,6.922,0.729354,0.0138581,3.13591,8.81934,64.6548,416.574,4.38995,12.3684
Duplex,Mix,Poisson,UDP,50.0,1,16.224,243.901,2.12766,0.060007,17.041,10.3635,91.2508,425.398,6.51048,17.4325
Up Link,Mix,Poisson,UDP,50.0,1,8.343,0.0,,0.0,15.737,0.0,80.6226,417.272,4.11012,13.2537
Duplex,Mix,Full Buffer,UDP,30.0,5,2960.19,2229.48,101.835,58.3016,23.5575,3.80545,111.294,431.514,4.37601,33.0895
Duplex,Mix,Poisson,UDP,50.0,4,825.718,798.191,20.7958,17.2703,3.72675,2.38636,99.5146,430.45,11.9908,43.9407
Down Link,Mix,Poisson,UDP,10.0,5,0.0,1491.06,0.0,,0.0,2.16331,110.663,426.578,12.7273,40.404
Down Link,Mix,Periodic,TCP,30.0,5,0.0,38.5442,0.0,,0.0,1.46513,78.522,424.2,7.20625,32.4918
Down Link,Mix,Periodic,UDP,30.0,2,0.0,1189.24,0.0,,0.0,4.01079,88.9325,421.988,9.23456,25.455
Down Link,Mix,Full Buffer,TCP,30.0,4,0.0,40.3025,0.0,,0.0,15.7435,100.222,474.576,11.2705,54.8944
Up Link,Mix,Periodic,UDP,20.0,5,2.9816,0.0,,0.0,3.40236,0.0,83.5091,421.361,6.23079,33.511
Down Link,Mix,Full Buffer,TCP,40.0,2,0.0,16.348,0.0,,0.0,38.9006,65.5969,424.58,2.82897,12.2301
Down Link,Mix,Poisson,TCP,10.0,1,0.0,7.822,0.0,,0.0,12.6544,74.5204,425.97,8.90667,21.6487
Up Link,Mix,Periodic,TCP,50.0,3,43.1007,0.0,,0.0,3.88811,0.0,94.2115,423.787,10.101,44.6742
Duplex,Mix,Poisson,UDP,50.0,2,2288.14,1368.4,41.9132,22.7928,6.87522,3.70228,96.0386,424.468,9.84519,29.7672
Duplex,Mix,Full Buffer,UDP,40.0,4,3267.35,1960.67,101.642,46.2119,31.1511,5.17127,139.164,430.985,3.82136,14.8732
Up Link,Mix,Full Buffer,UDP,10.0,1,3114.21,0.0,,0.0,45.6562,0.0,114.872,420.22,3.19793,10.3078
Up Link,Mix,Poisson,TCP,10.0,3,77.688,0.0,,0.0,4.4706,0.0,97.3778,425.169,12.6741,50.2992
Duplex,Mix,Periodic,UDP,30.0,1,13.75,85.623,1.19192,0.0308822,16.4444,10.8252,90.941,425.57,6.63037,17.7301
Up Link,Mix,Periodic,TCP,40.0,2,104.365,0.0,,0.0,4.96345,0.0,84.0853,419.232,8.4851,25.8614
Up Link,Mix,Poisson,TCP,40.0,5,66.9426,0.0,,0.0,1.79713,0.0,88.1491,442.166,18.7167,152.909
Down Link,Mix,Full Buffer,TCP,50.0,1,0.0,9.316,0.0,,0.0,31.3936,87.0388,438.55,7.87178,19.867
Down Link,Mix,Periodic,UDP,40.0,5,0.0,1665.17,0.0,,0.0,1.87752,111.34,425.345,12.1323,38.6411
Duplex,Mix,Poisson,UDP,50.0,2,2181.43,1294.18,43.9378,23.382,6.37147,3.94311,96.3196,424.724,9.93739,29.4082
Duplex,Mix,Poisson,UDP,20.0,5,1396.39,1467.86,28.9721,31.6149,2.79798,1.91615,102.318,430.126,13.8511,47.9701
Duplex,Mix,Poisson,TCP,50.0,1,5.549,3.928,0.709552,0.00545971,3.77465,9.86999,66.868,417.488,5.44194,14.6164
Down Link,Mix,Periodic,UDP,10.0,5,0.0,1494.19,0.0,,0.0,2.13312,110.438,426.534,12.1835,39.9241
Down Link,Mix,Poisson,TCP,40.0,5,0.0,36.8918,0.0,,0.0,1.41326,77.8462,423.907,7.10187,31.9904
Up Link,Mix,Poisson,UDP,50.0,2,3.6995,0.0,,0.0,8.27245,0.0,83.8942,420.347,4.91751,28.5647
Duplex,Mix,Periodic,TCP,20.0,1,2.664,3.583,0.938065,0.0,3.26597,10.8415,65.9364,417.027,5.49886,14.756
Down Link,Mix,Periodic,UDP,40.0,3,0.0,1018.67,0.0,,0.0,3.03111,106.478,424.682,11.697,33.3056
Up Link,Mix,Poisson,UDP,40.0,2,3.701,0.0,,0.0,7.99838,0.0,82.4644,420.175,6.62312,27.9517
Duplex,Mix,Poisson,UDP,30.0,4,733.33,694.408,19.6106,18.5582,3.79778,2.44342,100.359,431.146,12.0734,43.9487
Duplex,Mix,Poisson,TCP,40.0,3,72.9167,52.1133,0.649867,0.012818,3.77714,2.46114,96.6588,433.184,14.1154,57.8164
Duplex,Mix,Poisson,TCP,10.0,4,101.3,49.871,1.0949,0.00952593,3.51838,2.19213,94.6315,434.984,12.3832,56.3989
Duplex,Mix,Full Buffer,TCP,30.0,4,23.6855,53.6202,0.138065,0.00626104,11.463,18.6291,107.873,458.912,5.9936,29.1551
Up Link,Mix,Periodic,TCP,40.0,1,2.034,0.0,,0.0,2.94112,0.0,63.8094,415.661,4.4358,12.646
Up Link,Mix,Full Buffer,UDP,30.0,3,2167.07,0.0,,0.0,36.6678,0.0,130.221,430.258,4.82203,30.585
Up Link,Mix,Poisson,TCP,10.0,2,89.7915,0.0,,0.0,5.45642,0.0,81.3117,419.714,7.44524,26.2772
Down Link,Mix,Poisson,UDP,50.0,4,0.0,911.098,0.0,,0.0,2.50334,103.812,425.424,10.4544,33.7365
Up Link,Mix,Poisson,UDP,30.0,5,2.9626,0.0,,0.0,3.40436,0.0,83.1368,421.319,6.25399,33.3725
Up Link,Mix,Full Buffer,UDP,20.0,5,2757.08,0.0,,0.0,25.4614,0.0,112.177,429.793,4.37409,33.0225
Duplex,Mix,Full Buffer,TCP,40.0,3,11.6727,43.2043,0.118195,0.00976185,14.3457,23.9592,109.857,455.876,5.19341,24.6891
Up Link,Mix,Poisson,UDP,10.0,4,3.6275,0.0,,0.0,4.8356,0.0,86.5376,421.681,6.79758,33.8119
Duplex,Mix,Full Buffer,TCP,20.0,1,4.913,19.645,0.202701,0.00235505,9.29286,40.5514,72.2121,419.724,3.59971,10.5414
Duplex,Mix,Poisson,UDP,20.0,3,1340.18,985.117,28.7669,18.6685,4.57015,3.16491,105.472,430.534,13.739,45.1705
Down Link,Mix,Periodic,TCP,30.0,2,0.0,24.385,0.0,,0.0,3.07553,69.5439,421.025,6.42926,20.5379
Up Link,Mix,Poisson,TCP,20.0,2,87.3475,0.0,,0.0,5.13985,0.0,80.9133,419.511,8.45022,25.9091
Down Link,Mix,Periodic,TCP,50.0,2,0.0,24.3415,0.0,,0.0,2.98643,69.0628,420.785,6.15991,19.7402
Duplex,Mix,Poisson,UDP,40.0,1,16.328,195.995,2.22982,0.0,17.1091,9.56987,91.565,425.25,6.97774,18.6385
Down Link,Mix,Poisson,UDP,30.0,5,0.0,1637.36,0.0,,0.0,1.91374,110.857,425.406,12.0918,38.5214
Up Link,Mix,Periodic,TCP,50.0,3,46.604,0.0,,0.0,3.83268,0.0,92.9561,424.093,11.1152,46.244
Down Link,Mix,Poisson,UDP,40.0,5,0.0,1833.7,0.0,,0.0,1.84932,110.733,425.256,12.1119,38.6086
Up Link,Mix,Full Buffer,UDP,30.0,5,2673.16,0.0,,0.0,26.2117,0.0,112.197,429.767,4.33928,32.8752
Up Link,Mix,Full Buffer,TCP,50.0,4,24.2873,0.0,,0.0,3.38757,0.0,81.3178,420.114,5.4698,29.4374
Down Link,Mix,Periodic,TCP,40.0,5,0.0,33.9972,0.0,,0.0,1.43626,77.7678,423.962,7.12201,32.0311
Up Link,Mix,Periodic,TCP,20.0,1,4.618,0.0,,0.0,4.23634,0.0,65.4498,415.963,4.67919,13.2252
Down Link,Mix,Periodic,UDP,50.0,4,0.0,916.826,0.0,,0.0,2.4214,104.018,424.999,10.2135,33.0073
Up Link,Mix,Poisson,UDP,20.0,1,8.082,0.0,,0.0,15.6824,0.0,81.0441,417.408,4.32663,13.9529
Up Link,Mix,Poisson,TCP,30.0,2,73.0285,0.0,,0.0,4.73767,0.0,76.4869,418.855,7.05725,22.7319
Up Link,Mix,Full Buffer,TCP,50.0,2,9.713,0.0,,0.0,8.64304,0.0,67.5163,416.747,2.14783,10.2446
Duplex,Mix,Full Buffer,TCP,40.0,5,30.6338,72.0878,0.155832,0.00305767,9.64489,13.6638,103.157,459.042,6.54308,35.595
Up Link,Mix,Periodic,TCP,20.0,5,129.054,0.0,,0.0,2.54976,0.0,103.419,424.647,13.5924,52.1366
Duplex,Mix,Poisson,TCP,20.0,1,4.813,4.91,1.28519,0.0,4.25746,7.43061,66.5171,416.942,5.14411,14.0998
Down Link,Mix,Poisson,UDP,50.0,5,0.0,1720.16,0.0,,0.0,1.82661,111.106,425.024,11.9538,38.054
Up Link,Mix,Periodic,UDP,50.0,1,8.148,0.0,,0.0,16.0076,0.0,81.6077,417.472,4.34531,14.0132
Up Link,Mix,Full Buffer,TCP,50.0,5,70.821,0.0,,0.0,10.0236,0.0,104.698,435.106,12.2173,72.1498
Duplex,Mix,Periodic,TCP,10.0,3,11.1677,47.6017,0.470782,0.099486,3.90731,2.84341,88.334,431.981,13.3969,67.4871
Down Link,Mix,Poisson,UDP,10.0,2,0.0,977.994,0.0,,0.0,4.64742,88.9748,422.711,9.62994,26.3137
Duplex,Mix,Full Buffer,UDP,30.0,2,2696.96,2076.8,101.426,82.0206,38.917,13.6694,102.48,422.215,2.07178,13.2828
Down Link,Mix,Periodic,TCP,10.0,1,0.0,7.763,0.0,,0.0,12.5972,74.375,425.925,8.72023,21.2795
Up Link,Mix,Periodic,TCP,10.0,3,73.3687,0.0,,0.0,3.22169,0.0,89.0456,420.699,8.77973,31.5887
Up Link,Mix,Poisson,TCP,30.0,3,53.719,0.0,,0.0,3.96165,0.0,92.6273,424.249,11.4102,46.6727
Up Link,Mix,Full Buffer,UDP,10.0,1,3149.28,0.0,,0.0,45.1502,0.0,113.918,420.121,3.18469,10.2651
Up Link,Mix,Full Buffer,TCP,20.0,4,24.0312,0.0,,0.0,3.62038,0.0,81.1429,417.53,3.27961,14.5224
Up Link,Mix,Poisson,TCP,50.0,4,58.683,0.0,,0.0,3.18606,0.0,93.1158,424.005,10.3658,44.7542
Down Link,Mix,Poisson,TCP,40.0,1,0.0,8.33,0.0,,0.0,10.7976,71.761,424.09,7.43447,18.5418
Up Link,Mix,Full Buffer,TCP,10.0,2,29.485,0.0,,0.0,7.68234,0.0,70.8171,417.111,2.66958,11.2124
Up Link,Mix,Poisson,TCP,40.0,3,73.9227,0.0,,0.0,3.8142,0.0,91.0536,423.717,10.5925,44.3691
Duplex,Mix,Full Buffer,UDP,50.0,5,2857.7,2084.46,101.887,57.9228,24.0486,3.71539,111.455,431.369,4.33481,32.628
Duplex,Mix,Periodic,UDP,40.0,4,883.355,865.495,19.8379,18.6975,3.64643,2.38852,99.5147,429.954,12.1896,44.7823
Duplex,Mix,Periodic,TCP,10.0,2,141.366,52.9355,0.832325,0.0187283,2.52188,3.40912,71.176,420.195,7.10165,20.7102
Down Link,Mix,Poisson,TCP,30.0,1,0.0,8.002,0.0,,0.0,11.8953,73.3282,425.181,8.15649,20.081
Up Link,Mix,Full Buffer,UDP,50.0,1,3148.53,0.0,,0.0,45.1614,0.0,113.957,420.127,3.1893,10.2799
Down Link,Mix,Poisson,TCP,10.0,2,0.0,29.03,0.0,,0.0,3.51263,71.055,421.918,6.90471,22.0693
Up Link,Mix,Periodic,UDP,10.0,2,3.708,0.0,,0.0,9.45358,0.0,87.2341,421.199,7.18854,31.523
Duplex,Mix,Poisson,UDP,10.0,4,782.53,592.855,22.0273,17.4864,4.3456,2.76714,101.318,433.7,12.7969,46.8474
Duplex,Mix,Full Buffer,TCP,30.0,2,65.3915,48.797,0.265056,0.0212662,4.26684,8.32257,71.664,420.821,3.81876,12.3461
Duplex,Mix,Periodic,UDP,30.0,2,2240.77,1159.54,43.3205,23.165,6.49715,4.08357,96.4694,424.932,10.002,29.6838
Down Link,Mix,Poisson,TCP,10.0,4,0.0,22.4095,0.0,,0.0,2.66138,81.1245,428.146,9.28594,40.2001
Duplex,Mix,Full Buffer,UDP,30.0,4,3464.62,1804.23,101.381,54.2085,26.2686,7.21417,121.029,432.189,4.39734,28.3672
Down Link,Mix,Periodic,UDP,20.0,5,0.0,1602.51,0.0,,0.0,1.95657,111.194,425.66,12.1286,38.6985
Duplex,Mix,Full Buffer,TCP,10.0,3,22.912,49.336,0.160751,0.0778317,16.254,16.1263,123.973,461.7,6.88134,26.3998
Down Link,Mix,Poisson,TCP,50.0,1,0.0,8.163,0.0,,0.0,10.784,71.5926,423.993,7.4204,18.5361
Duplex,Mix,Poisson,UDP,20.0,2,1972.06,1147.69,42.1228,24.212,6.69328,4.16512,96.9487,425.268,10.1716,30.3827
Up Link,Mix,Poisson,UDP,50.0,3,2.459,0.0,,0.0,5.37616,0.0,85.9729,421.059,6.87776,32.4579
Up Link,Mix,Periodic,TCP,20.0,5,21.4918,0.0,,0.0,1.68627,0.0,81.5855,420.649,6.55531,31.6403
Down Link,Mix,Poisson,UDP,30.0,2,0.0,1294.95,0.0,,0.0,4.01477,87.5399,421.775,8.37849,24.911
Duplex,Mix,Full Buffer,TCP,20.0,3,19.2273,51.3433,0.151089,0.0693714,16.5095,16.3615,124.054,462.106,6.90238,26.3406
Duplex,Mix,Periodic,UDP,50.0,3,1417.74,944.801,27.7618,18.3745,4.39132,2.98067,103.59,429.775,13.6819,44.6021
Down Link,Mix,Poisson,TCP,50.0,5,0.0,34.2692,0.0,,0.0,1.35765,77.152,423.537,6.89014,31.0288
Up Link,Mix,Poisson,UDP,50.0,3,2.52067,0.0,,0.0,5.14943,0.0,85.1389,420.755,6.54765,31.309
Down Link,Mix,Full Buffer,TCP,50.0,1,0.0,10.025,0.0,,0.0,31.8003,87.3464,438.936,7.88319,19.847
Duplex,Mix,Poisson,UDP,50.0,2,2096.61,1039.25,42.5025,24.172,6.26267,4.08112,95.834,424.777,10.1551,29.7252
Duplex,Mix,Periodic,UDP,30.0,3,1394.15,949.456,27.9706,18.3959,4.50833,3.05234,104.709,429.726,14.2065,46.2259
Duplex,Mix,Periodic,UDP,40.0,5,1341.42,1491.92,28.46,30.2171,2.70447,1.8409,103.096,429.877,13.5325,47.1478
Duplex,Mix,Periodic,UDP,50.0,5,1352.23,1502.98,28.1803,30.034,2.69287,1.82095,102.522,429.754,13.5475,46.9858
Up Link,Mix,Periodic,TCP,40.0,5,124.636,0.0,,0.0,2.25329,0.0,93.586,423.359,9.84214,44.4097
Down Link,Mix,Periodic,UDP,30.0,3,0.0,1010.77,0.0,,0.0,3.06709,107.509,424.824,11.997,34.1167
Down Link,Mix,Periodic,UDP,30.0,3,0.0,975.229,0.0,,0.0,3.0935,108.125,424.898,12.0867,34.2886
Down Link,Mix,Poisson,TCP,10.0,5,0.0,28.3598,0.0,,0.0,1.68402,79.0071,425.698,8.03179,35.9673
Up Link,Mix,Full Buffer,TCP,20.0,3,14.0773,0.0,,0.0,25.6397,0.0,120.81,435.327,8.89367,51.4641
Up Link,Mix,Full Buffer,UDP,10.0,4,3178.52,0.0,,0.0,30.393,0.0,122.458,429.821,4.23983,28.0623
Down Link,Mix,Periodic,UDP,10.0,5,0.0,1454.24,0.0,,0.0,2.12409,110.484,426.474,12.6912,40.3364
Down Link,Mix,Full Buffer,TCP,10.0,3,0.0,38.58,0.0,,0.0,24.0424,79.6999,438.596,5.79979,20.4105
Up Link,Mix,Full Buffer,UDP,10.0,3,2166.4,0.0,,0.0,36.693,0.0,128.77,430.025,4.7229,30.3903
Up Link,Mix,Periodic,UDP,40.0,4,3.65175,0.0,,0.0,4.05037,0.0,84.0175,420.549,5.90538,29.8012
Up Link,Mix,Poisson,UDP,40.0,5,2.8932,0.0,,0.0,3.27738,0.0,82.7531,421.1,6.18718,32.5703
Down Link,Mix,Periodic,UDP,40.0,3,0.0,991.514,0.0,,0.0,3.04651,108.051,423.978,11.4003,32.3789
Duplex,Mix,Periodic,UDP,50.0,1,18.17,116.183,2.05883,0.190667,16.0245,10.4948,90.4318,425.574,6.78745,17.6543
Down Link,Mix,Periodic,UDP,50.0,2,0.0,1097.03,0.0,,0.0,3.95485,88.0827,421.831,9.13744,25.2601
Up Link,Mix,Full Buffer,TCP,50.0,2,9.6915,0.0,,0.0,8.37221,0.0,67.1263,416.674,2.11181,10.114
Up Link,Mix,Periodic,UDP,40.0,5,2.8534,0.0,,0.0,3.23884,0.0,82.1454,421.054,6.08056,32.4143
Up Link,Mix,Poisson,TCP,40.0,5,124.353,0.0,,0.0,2.24051,0.0,93.0638,423.193,9.93126,43.3381
Up Link,Mix,Periodic,TCP,20.0,5,2.2592,0.0,,0.0,1.75747,0.0,86.4087,421.258,7.64654,34.9764
Duplex,Mix,Poisson,UDP,40.0,5,1212.02,1619.19,25.8371,29.4204,2.75225,1.80591,102.518,429.496,13.7858,47.5056
Duplex,Mix,Periodic,UDP,20.0,2,2184.76,1189.61,43.3348,22.5347,6.8103,4.17728,96.3777,425.152,10.1969,30.0214
Duplex,Mix,Full Buffer,TCP,30.0,3,22.8883,48.286,0.0918835,0.0625944,16.2877,20.8575,122.827,462.897,7.14169,26.8024
Up Link,Mix,Full Buffer,UDP,20.0,3,2163.41,0.0,,0.0,36.6227,0.0,129.83,430.122,4.73526,30.1674
Duplex,Mix,Periodic,UDP,20.0,1,19.812,109.399,2.17939,0.000833326,17.0244,11.0924,93.0155,426.572,7.24754,18.736
